السنة الدراسية,المرحلة الدراسية,المستوى الدراسي,نوع المؤسسة التعليمية,المنطقة الإدارية,نوع الجهة,الجهة التعليمية,المجال الواسع,المجال الضيق,المجال التفصيلي,نظام الدراسة,الجنس,الجنسية,العدد
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,الجامعة السعودية الإلكترونية,الأعمال والإدارة والقانون,الأعمال والإدارة,التسويق والإعلان,انتظام,أنثى,سعودي,24
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,الجامعة السعودية الإلكترونية,الأعمال والإدارة والقانون,الأعمال والإدارة,التسويق والإعلان,انتظام,ذكر,سعودي,13
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,الجامعة السعودية الإلكترونية,الأعمال والإدارة والقانون,الأعمال والإدارة,التسيير والإدارة,انتظام,أنثى,سعودي,53
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,الجامعة السعودية الإلكترونية,الأعمال والإدارة والقانون,الأعمال والإدارة,التسيير والإدارة,انتظام,أنثى,غير سعودي,4
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,الجامعة السعودية الإلكترونية,الأعمال والإدارة والقانون,الأعمال والإدارة,التسيير والإدارة,انتظام,ذكر,سعودي,74
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,الجامعة السعودية الإلكترونية,الأعمال والإدارة والقانون,الأعمال والإدارة,المحاسبة والضرائب,انتظام,أنثى,سعودي,24
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,الجامعة السعودية الإلكترونية,الأعمال والإدارة والقانون,الأعمال والإدارة,المحاسبة والضرائب,انتظام,أنثى,غير سعودي,1
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,الجامعة السعودية الإلكترونية,الأعمال والإدارة والقانون,الأعمال والإدارة,المحاسبة والضرائب,انتظام,ذكر,سعودي,22
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,الجامعة السعودية الإلكترونية,الأعمال والإدارة والقانون,الأعمال والإدارة,المحاسبة والضرائب,انتظام,ذكر,غير سعودي,1
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,الجامعة السعودية الإلكترونية,الأعمال والإدارة والقانون,القانون,القانون,انتظام,أنثى,سعودي,15
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,الجامعة السعودية الإلكترونية,الأعمال والإدارة والقانون,القانون,القانون,انتظام,أنثى,غير سعودي,8
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,الجامعة السعودية الإلكترونية,الأعمال والإدارة والقانون,القانون,القانون,انتظام,ذكر,سعودي,69
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,الجامعة السعودية الإلكترونية,الأعمال والإدارة والقانون,القانون,القانون,انتظام,ذكر,غير سعودي,1
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,الجامعة السعودية الإلكترونية,الصحة والرفاه,الصحة,الطب,انتظام,أنثى,سعودي,28
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,الجامعة السعودية الإلكترونية,الصحة والرفاه,الصحة,الطب,انتظام,أنثى,غير سعودي,1
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,الجامعة السعودية الإلكترونية,الصحة والرفاه,الصحة,الطب,انتظام,ذكر,سعودي,14
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,الجامعة السعودية الإلكترونية,الصحة والرفاه,الصحة,الطب,انتظام,ذكر,غير سعودي,2
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,الجامعة السعودية الإلكترونية,الفنون والعلوم الإنسانية,اللغات,اكتساب اللغات,انتظام,أنثى,سعودي,49
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,الجامعة السعودية الإلكترونية,الفنون والعلوم الإنسانية,اللغات,اكتساب اللغات,انتظام,أنثى,غير سعودي,4
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,الجامعة السعودية الإلكترونية,الفنون والعلوم الإنسانية,اللغات,اكتساب اللغات,انتظام,ذكر,سعودي,10
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,الجامعة السعودية الإلكترونية,الفنون والعلوم الإنسانية,اللغات,اكتساب اللغات,انتظام,ذكر,غير سعودي,1
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,الجامعة السعودية الإلكترونية,تقنية الاتصالات والمعلومات,البرامج والمؤهلات متعددة التخصصات تتضمن تقنية الاتصالات والمعلومات,البرامج والمؤهلات متعددة التخصصات تتضمن تقنية الاتصالات والمعلومات,انتظام,أنثى,سعودي,16
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,الجامعة السعودية الإلكترونية,تقنية الاتصالات والمعلومات,البرامج والمؤهلات متعددة التخصصات تتضمن تقنية الاتصالات والمعلومات,البرامج والمؤهلات متعددة التخصصات تتضمن تقنية الاتصالات والمعلومات,انتظام,أنثى,غير سعودي,1
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,الجامعة السعودية الإلكترونية,تقنية الاتصالات والمعلومات,البرامج والمؤهلات متعددة التخصصات تتضمن تقنية الاتصالات والمعلومات,البرامج والمؤهلات متعددة التخصصات تتضمن تقنية الاتصالات والمعلومات,انتظام,ذكر,سعودي,17
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,الجامعة السعودية الإلكترونية,تقنية الاتصالات والمعلومات,تقنية الاتصالات والمعلومات,تطوير وتحليل البرمجيات والتطبيقات,انتظام,أنثى,سعودي,24
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,الجامعة السعودية الإلكترونية,تقنية الاتصالات والمعلومات,تقنية الاتصالات والمعلومات,تطوير وتحليل البرمجيات والتطبيقات,انتظام,أنثى,غير سعودي,3
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,الجامعة السعودية الإلكترونية,تقنية الاتصالات والمعلومات,تقنية الاتصالات والمعلومات,تطوير وتحليل البرمجيات والتطبيقات,انتظام,ذكر,سعودي,51
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,الجامعة السعودية الإلكترونية,تقنية الاتصالات والمعلومات,تقنية الاتصالات والمعلومات,تطوير وتحليل البرمجيات والتطبيقات,انتظام,ذكر,غير سعودي,3
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الأعمال والإدارة والقانون,الأعمال والإدارة,التسويق والإعلان,انتظام,أنثى,سعودي,144
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الأعمال والإدارة والقانون,الأعمال والإدارة,التسويق والإعلان,انتظام,ذكر,سعودي,35
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الأعمال والإدارة والقانون,الأعمال والإدارة,التسيير والإدارة,انتظام,أنثى,سعودي,227
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الأعمال والإدارة والقانون,الأعمال والإدارة,التسيير والإدارة,انتظام,أنثى,غير سعودي,5
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الأعمال والإدارة والقانون,الأعمال والإدارة,التسيير والإدارة,انتظام,ذكر,سعودي,108
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الأعمال والإدارة والقانون,الأعمال والإدارة,التسيير والإدارة,انتظام,ذكر,غير سعودي,4
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الأعمال والإدارة والقانون,الأعمال والإدارة,التسيير والإدارة,تعليم عن بعد,أنثى,سعودي,1127
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الأعمال والإدارة والقانون,الأعمال والإدارة,التسيير والإدارة,تعليم عن بعد,أنثى,غير سعودي,75
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الأعمال والإدارة والقانون,الأعمال والإدارة,التسيير والإدارة,تعليم عن بعد,ذكر,سعودي,587
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الأعمال والإدارة والقانون,الأعمال والإدارة,التسيير والإدارة,تعليم عن بعد,ذكر,غير سعودي,42
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الأعمال والإدارة والقانون,الأعمال والإدارة,المالية والمصارف والتأمين,انتظام,أنثى,سعودي,196
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الأعمال والإدارة والقانون,الأعمال والإدارة,المالية والمصارف والتأمين,انتظام,أنثى,غير سعودي,7
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الأعمال والإدارة والقانون,الأعمال والإدارة,المالية والمصارف والتأمين,انتظام,ذكر,سعودي,78
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الأعمال والإدارة والقانون,الأعمال والإدارة,المالية والمصارف والتأمين,انتظام,ذكر,غير سعودي,2
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الأعمال والإدارة والقانون,الأعمال والإدارة,المحاسبة والضرائب,انتظام,أنثى,سعودي,183
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الأعمال والإدارة والقانون,الأعمال والإدارة,المحاسبة والضرائب,انتظام,أنثى,غير سعودي,7
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الأعمال والإدارة والقانون,الأعمال والإدارة,المحاسبة والضرائب,انتظام,ذكر,سعودي,80
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الأعمال والإدارة والقانون,الأعمال والإدارة,المحاسبة والضرائب,انتظام,ذكر,غير سعودي,5
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الأعمال والإدارة والقانون,القانون,القانون,انتظام,ذكر,سعودي,31
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الأعمال والإدارة والقانون,القانون,القانون,انتظام,ذكر,غير سعودي,2
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,التعليم,التعليم,تدريب المعلمين دون موضوع تخصصي,انتظام,أنثى,سعودي,54
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,التعليم,التعليم,تدريب المعلمين دون موضوع تخصصي,انتظام,أنثى,غير سعودي,2
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,التعليم,التعليم,تدريب المعلمين دون موضوع تخصصي,انتظام,ذكر,سعودي,41
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,التعليم,التعليم,تدريب معلمي ما قبل المدرسة,انتظام,أنثى,سعودي,353
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,التعليم,التعليم,تدريب معلمي ما قبل المدرسة,انتظام,أنثى,غير سعودي,1
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الخدمات,الخدمات الشخصية,السفر والسياحة والترفيه,انتظام,أنثى,سعودي,56
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الصحة والرفاه,الرفاه,الخدمات الاجتماعية والإرشاد,انتظام,أنثى,سعودي,37
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الصحة والرفاه,الرفاه,الخدمات الاجتماعية والإرشاد,انتظام,أنثى,غير سعودي,1
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الصحة والرفاه,الصحة,التشخيص الطبي وتقنية العلاج,انتظام,أنثى,سعودي,122
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الصحة والرفاه,الصحة,التشخيص الطبي وتقنية العلاج,انتظام,أنثى,غير سعودي,1
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الصحة والرفاه,الصحة,التشخيص الطبي وتقنية العلاج,انتظام,ذكر,سعودي,28
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الصحة والرفاه,الصحة,التمريض والقبالة,انتظام,أنثى,سعودي,87
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الصحة والرفاه,الصحة,التمريض والقبالة,انتظام,ذكر,سعودي,48
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الصحة والرفاه,الصحة,الصيدلة,انتظام,أنثى,سعودي,36
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الصحة والرفاه,الصحة,الصيدلة,انتظام,ذكر,سعودي,49
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الصحة والرفاه,الصحة,الطب,انتظام,أنثى,سعودي,161
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الصحة والرفاه,الصحة,الطب,انتظام,أنثى,غير سعودي,4
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الصحة والرفاه,الصحة,الطب,انتظام,ذكر,سعودي,157
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الصحة والرفاه,الصحة,العلاج وإعادة التأهيل,انتظام,أنثى,سعودي,85
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الصحة والرفاه,الصحة,العلاج وإعادة التأهيل,انتظام,ذكر,سعودي,100
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الصحة والرفاه,الصحة,دراسات طب الأسنان,انتظام,أنثى,سعودي,56
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الصحة والرفاه,الصحة,دراسات طب الأسنان,انتظام,ذكر,سعودي,40
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الصحة والرفاه,الصحة,دراسات طب الأسنان,انتظام,ذكر,غير سعودي,1
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,العلوم الاجتماعية والصحافة والإعلام,الصحافة والإعلام,الصحافة وإعداد التقارير,انتظام,أنثى,سعودي,52
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,العلوم الاجتماعية والصحافة والإعلام,الصحافة والإعلام,الصحافة وإعداد التقارير,انتظام,أنثى,غير سعودي,3
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,العلوم الاجتماعية والصحافة والإعلام,الصحافة والإعلام,المكتبات والمعلومات والدراسات التوثيقية,انتظام,أنثى,سعودي,160
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,العلوم الاجتماعية والصحافة والإعلام,الصحافة والإعلام,المكتبات والمعلومات والدراسات التوثيقية,انتظام,أنثى,غير سعودي,2
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,العلوم الاجتماعية والصحافة والإعلام,العلوم الاجتماعية والسلوكية,علم الاجتماع والدراسات الثقافية,انتظام,أنثى,سعودي,156
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,العلوم الاجتماعية والصحافة والإعلام,العلوم الاجتماعية والسلوكية,علم الاجتماع والدراسات الثقافية,انتظام,أنثى,غير سعودي,4
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,العلوم الاجتماعية والصحافة والإعلام,العلوم الاجتماعية والسلوكية,علم الاجتماع والدراسات الثقافية,تعليم عن بعد,أنثى,سعودي,8
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,العلوم الاجتماعية والصحافة والإعلام,العلوم الاجتماعية والسلوكية,علم الاجتماع والدراسات الثقافية,تعليم عن بعد,أنثى,غير سعودي,1
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,العلوم الاجتماعية والصحافة والإعلام,العلوم الاجتماعية والسلوكية,علم الاجتماع والدراسات الثقافية,تعليم عن بعد,ذكر,سعودي,2
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,العلوم الطبيعية والرياضيات والإحصاء,البيئة,علوم البيئة,انتظام,أنثى,سعودي,12
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,العلوم الطبيعية والرياضيات والإحصاء,البيئة,علوم البيئة,انتظام,ذكر,سعودي,13
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,العلوم الطبيعية والرياضيات والإحصاء,الرياضيات والإحصاء,الإحصاء,انتظام,أنثى,سعودي,29
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,العلوم الطبيعية والرياضيات والإحصاء,الرياضيات والإحصاء,الرياضيات,انتظام,أنثى,سعودي,111
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,العلوم الطبيعية والرياضيات والإحصاء,الرياضيات والإحصاء,الرياضيات,انتظام,أنثى,غير سعودي,5
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,العلوم الطبيعية والرياضيات والإحصاء,العلوم البيولوجية والعلوم المتصلة بها,علم الأحياء (البيولوجيا),انتظام,أنثى,سعودي,153
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,العلوم الطبيعية والرياضيات والإحصاء,العلوم البيولوجية والعلوم المتصلة بها,علم الأحياء (البيولوجيا),انتظام,أنثى,غير سعودي,4
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,العلوم الطبيعية والرياضيات والإحصاء,العلوم الفيزيائية,الفيزياء,انتظام,أنثى,سعودي,63
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,العلوم الطبيعية والرياضيات والإحصاء,العلوم الفيزيائية,الفيزياء,انتظام,أنثى,غير سعودي,2
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,العلوم الطبيعية والرياضيات والإحصاء,العلوم الفيزيائية,الكيمياء,انتظام,أنثى,سعودي,163
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,العلوم الطبيعية والرياضيات والإحصاء,العلوم الفيزيائية,الكيمياء,انتظام,أنثى,غير سعودي,5
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,العلوم الطبيعية والرياضيات والإحصاء,العلوم الفيزيائية,علوم الأرض,انتظام,أنثى,سعودي,182
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الفنون والعلوم الإنسانية,الدراسات الإنسانية باستثناء اللغات,التاريخ وعلم الآثار,انتظام,أنثى,سعودي,128
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الفنون والعلوم الإنسانية,الدراسات الإنسانية باستثناء اللغات,الدين وعلوم الأديان,انتظام,أنثى,سعودي,186
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الفنون والعلوم الإنسانية,الدراسات الإنسانية باستثناء اللغات,الدين وعلوم الأديان,انتظام,أنثى,غير سعودي,6
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الفنون والعلوم الإنسانية,الدراسات الإنسانية باستثناء اللغات,الدين وعلوم الأديان,انتظام,ذكر,سعودي,13
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الفنون والعلوم الإنسانية,الدراسات الإنسانية باستثناء اللغات,الدين وعلوم الأديان,انتظام,ذكر,غير سعودي,4
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الفنون والعلوم الإنسانية,الدراسات الإنسانية باستثناء اللغات,الدين وعلوم الأديان,تعليم عن بعد,أنثى,سعودي,1
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الفنون والعلوم الإنسانية,الفنون,التقنيات السمعية - البصرية والإنتاج الإعلامي,انتظام,أنثى,سعودي,22
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الفنون والعلوم الإنسانية,الفنون,التقنيات السمعية - البصرية والإنتاج الإعلامي,انتظام,أنثى,غير سعودي,2
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الفنون والعلوم الإنسانية,الفنون,الموضة والتصميم الداخلي والصناعي,انتظام,أنثى,سعودي,30
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الفنون والعلوم الإنسانية,الفنون,الموضة والتصميم الداخلي والصناعي,انتظام,أنثى,غير سعودي,5
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الفنون والعلوم الإنسانية,اللغات,اكتساب اللغات,انتظام,أنثى,سعودي,300
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الفنون والعلوم الإنسانية,اللغات,اكتساب اللغات,انتظام,أنثى,غير سعودي,10
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الفنون والعلوم الإنسانية,اللغات,الأدب وعلوم اللغات,انتظام,أنثى,سعودي,106
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الفنون والعلوم الإنسانية,اللغات,الأدب وعلوم اللغات,انتظام,أنثى,غير سعودي,3
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الهندسة والتصنيع والبناء,الهندسة المعمارية والبناء,البناء والهندسة المدنية,انتظام,ذكر,سعودي,28
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الهندسة والتصنيع والبناء,الهندسة المعمارية والبناء,البناء والهندسة المدنية,انتظام,ذكر,غير سعودي,8
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الهندسة والتصنيع والبناء,الهندسة المعمارية والبناء,الهندسة المعمارية وتخطيط المدن,انتظام,ذكر,سعودي,119
2021,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الإمام عبدالرحمن بن فيصل,الهندسة والتصنيع والبناء,الهندسة المعمارية والبناء,الهندسة المعمارية وتخطيط المدن,انتظام,ذكر,غير سعودي,26
