السنة الدراسية,المرحلة الدراسية,المستوى الدراسي,نوع المؤسسة التعليمية,المنطقة الإدارية,نوع الجهة,الجهة التعليمية,المجال الواسع,المجال الضيق,المجال التفصيلي,نظام الدراسة,الجنس,الجنسية,العدد
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,العلوم الاجتماعية والصحافة والإعلام,الصحافة والإعلام,المكتبات والمعلومات والدراسات التوثيقية,انتظام,ذكر,سعودي,92
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,العلوم الاجتماعية والصحافة والإعلام,الصحافة والإعلام,المكتبات والمعلومات والدراسات التوثيقية,انتظام,ذكر,غير سعودي,1
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,العلوم الاجتماعية والصحافة والإعلام,العلوم الاجتماعية والسلوكية,علم الاقتصاد,انتساب,ذكر,سعودي,37
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,العلوم الاجتماعية والصحافة والإعلام,العلوم الاجتماعية والسلوكية,علم الاقتصاد,انتظام,أنثى,سعودي,141
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,العلوم الاجتماعية والصحافة والإعلام,العلوم الاجتماعية والسلوكية,علم الاقتصاد,انتظام,أنثى,غير سعودي,5
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,العلوم الاجتماعية والصحافة والإعلام,العلوم الاجتماعية والسلوكية,علم الاقتصاد,انتظام,ذكر,سعودي,142
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,العلوم الاجتماعية والصحافة والإعلام,العلوم الاجتماعية والسلوكية,علم الاقتصاد,انتظام,ذكر,غير سعودي,7
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,العلوم الطبيعية والرياضيات والإحصاء,البيئة,علوم البيئة,انتظام,ذكر,سعودي,9
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,العلوم الطبيعية والرياضيات والإحصاء,الرياضيات والإحصاء,الرياضيات,انتظام,أنثى,سعودي,291
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,العلوم الطبيعية والرياضيات والإحصاء,الرياضيات والإحصاء,الرياضيات,انتظام,أنثى,غير سعودي,2
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,العلوم الطبيعية والرياضيات والإحصاء,الرياضيات والإحصاء,الرياضيات,انتظام,ذكر,سعودي,215
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,العلوم الطبيعية والرياضيات والإحصاء,الرياضيات والإحصاء,الرياضيات,انتظام,ذكر,غير سعودي,1
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,العلوم الطبيعية والرياضيات والإحصاء,العلوم البيولوجية والعلوم المتصلة بها,علم الأحياء (البيولوجيا),انتظام,أنثى,سعودي,267
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,العلوم الطبيعية والرياضيات والإحصاء,العلوم البيولوجية والعلوم المتصلة بها,علم الأحياء (البيولوجيا),انتظام,أنثى,غير سعودي,7
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,العلوم الطبيعية والرياضيات والإحصاء,العلوم البيولوجية والعلوم المتصلة بها,علم الأحياء (البيولوجيا),انتظام,ذكر,سعودي,174
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,العلوم الطبيعية والرياضيات والإحصاء,العلوم البيولوجية والعلوم المتصلة بها,علم الأحياء (البيولوجيا),انتظام,ذكر,غير سعودي,5
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,العلوم الطبيعية والرياضيات والإحصاء,العلوم الفيزيائية,الفيزياء,انتظام,أنثى,سعودي,219
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,العلوم الطبيعية والرياضيات والإحصاء,العلوم الفيزيائية,الفيزياء,انتظام,أنثى,غير سعودي,8
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,العلوم الطبيعية والرياضيات والإحصاء,العلوم الفيزيائية,الفيزياء,انتظام,ذكر,سعودي,119
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,العلوم الطبيعية والرياضيات والإحصاء,العلوم الفيزيائية,الكيمياء,انتظام,أنثى,سعودي,347
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,العلوم الطبيعية والرياضيات والإحصاء,العلوم الفيزيائية,الكيمياء,انتظام,أنثى,غير سعودي,11
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,العلوم الطبيعية والرياضيات والإحصاء,العلوم الفيزيائية,الكيمياء,انتظام,ذكر,سعودي,135
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,العلوم الطبيعية والرياضيات والإحصاء,العلوم الفيزيائية,الكيمياء,انتظام,ذكر,غير سعودي,2
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,العلوم الطبيعية والرياضيات والإحصاء,العلوم الفيزيائية,علوم الأرض,انتظام,أنثى,سعودي,94
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,العلوم الطبيعية والرياضيات والإحصاء,العلوم الفيزيائية,علوم الأرض,انتظام,ذكر,سعودي,104
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,العلوم الطبيعية والرياضيات والإحصاء,العلوم الفيزيائية,علوم الأرض,انتظام,ذكر,غير سعودي,3
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,الفنون والعلوم الإنسانية,الدراسات الإنسانية باستثناء اللغات,التاريخ وعلم الآثار,انتساب,ذكر,سعودي,2
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,الفنون والعلوم الإنسانية,الدراسات الإنسانية باستثناء اللغات,التاريخ وعلم الآثار,انتظام,أنثى,سعودي,266
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,الفنون والعلوم الإنسانية,الدراسات الإنسانية باستثناء اللغات,التاريخ وعلم الآثار,انتظام,أنثى,غير سعودي,2
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,الفنون والعلوم الإنسانية,الدراسات الإنسانية باستثناء اللغات,التاريخ وعلم الآثار,انتظام,ذكر,سعودي,176
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,الفنون والعلوم الإنسانية,الدراسات الإنسانية باستثناء اللغات,التاريخ وعلم الآثار,انتظام,ذكر,غير سعودي,1
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,الفنون والعلوم الإنسانية,الدراسات الإنسانية باستثناء اللغات,الدين وعلوم الأديان,انتساب,أنثى,سعودي,36
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,الفنون والعلوم الإنسانية,الدراسات الإنسانية باستثناء اللغات,الدين وعلوم الأديان,انتساب,أنثى,غير سعودي,1
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,الفنون والعلوم الإنسانية,الدراسات الإنسانية باستثناء اللغات,الدين وعلوم الأديان,انتساب,ذكر,سعودي,152
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,الفنون والعلوم الإنسانية,الدراسات الإنسانية باستثناء اللغات,الدين وعلوم الأديان,انتظام,أنثى,سعودي,1375
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,الفنون والعلوم الإنسانية,الدراسات الإنسانية باستثناء اللغات,الدين وعلوم الأديان,انتظام,أنثى,غير سعودي,33
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,الفنون والعلوم الإنسانية,الدراسات الإنسانية باستثناء اللغات,الدين وعلوم الأديان,انتظام,ذكر,سعودي,882
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,الفنون والعلوم الإنسانية,الدراسات الإنسانية باستثناء اللغات,الدين وعلوم الأديان,انتظام,ذكر,غير سعودي,36
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,الفنون والعلوم الإنسانية,الفنون,التقنيات السمعية - البصرية والإنتاج الإعلامي,انتظام,أنثى,سعودي,72
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,الفنون والعلوم الإنسانية,الفنون,التقنيات السمعية - البصرية والإنتاج الإعلامي,انتظام,أنثى,غير سعودي,2
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,الفنون والعلوم الإنسانية,الفنون,التقنيات السمعية - البصرية والإنتاج الإعلامي,انتظام,ذكر,سعودي,42
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,الفنون والعلوم الإنسانية,الفنون,التقنيات السمعية - البصرية والإنتاج الإعلامي,انتظام,ذكر,غير سعودي,4
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,الفنون والعلوم الإنسانية,الفنون,الموضة والتصميم الداخلي والصناعي,انتظام,أنثى,سعودي,81
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,الفنون والعلوم الإنسانية,الفنون,الموضة والتصميم الداخلي والصناعي,انتظام,أنثى,غير سعودي,3
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,الفنون والعلوم الإنسانية,الفنون,الموضة والتصميم الداخلي والصناعي,انتظام,ذكر,سعودي,32
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,الفنون والعلوم الإنسانية,الفنون,الموضة والتصميم الداخلي والصناعي,انتظام,ذكر,غير سعودي,3
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,الفنون والعلوم الإنسانية,اللغات,اكتساب اللغات,انتظام,أنثى,سعودي,336
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,الفنون والعلوم الإنسانية,اللغات,اكتساب اللغات,انتظام,أنثى,غير سعودي,7
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,الفنون والعلوم الإنسانية,اللغات,اكتساب اللغات,انتظام,ذكر,سعودي,159
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,الفنون والعلوم الإنسانية,اللغات,اكتساب اللغات,انتظام,ذكر,غير سعودي,18
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,الفنون والعلوم الإنسانية,اللغات,الأدب وعلوم اللغات,انتساب,أنثى,سعودي,23
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,الفنون والعلوم الإنسانية,اللغات,الأدب وعلوم اللغات,انتساب,أنثى,غير سعودي,1
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,الفنون والعلوم الإنسانية,اللغات,الأدب وعلوم اللغات,انتساب,ذكر,سعودي,81
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,الفنون والعلوم الإنسانية,اللغات,الأدب وعلوم اللغات,انتظام,أنثى,سعودي,1093
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,الفنون والعلوم الإنسانية,اللغات,الأدب وعلوم اللغات,انتظام,أنثى,غير سعودي,6
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,الفنون والعلوم الإنسانية,اللغات,الأدب وعلوم اللغات,انتظام,ذكر,سعودي,679
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,الفنون والعلوم الإنسانية,اللغات,الأدب وعلوم اللغات,انتظام,ذكر,غير سعودي,7
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,الهندسة والتصنيع والبناء,التصنيع والمعالجة,"النسيج (الملابس، الأحذية، الجلود)",انتظام,أنثى,سعودي,84
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,الهندسة والتصنيع والبناء,التصنيع والمعالجة,"النسيج (الملابس، الأحذية، الجلود)",انتظام,أنثى,غير سعودي,2
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,الهندسة والتصنيع والبناء,الهندسة المعمارية والبناء,البناء والهندسة المدنية,انتظام,ذكر,سعودي,129
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,الهندسة والتصنيع والبناء,الهندسة المعمارية والبناء,البناء والهندسة المدنية,انتظام,ذكر,غير سعودي,20
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,الهندسة والتصنيع والبناء,الهندسة المعمارية والبناء,الهندسة المعمارية وتخطيط المدن,انتظام,ذكر,سعودي,55
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,الهندسة والتصنيع والبناء,الهندسة المعمارية والبناء,الهندسة المعمارية وتخطيط المدن,انتظام,ذكر,غير سعودي,2
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,الهندسة والتصنيع والبناء,الهندسة والحرف الهندسية,الإلكترونيات والأتمتة,انتظام,ذكر,سعودي,116
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,الهندسة والتصنيع والبناء,الهندسة والحرف الهندسية,الإلكترونيات والأتمتة,انتظام,ذكر,غير سعودي,13
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,الهندسة والتصنيع والبناء,الهندسة والحرف الهندسية,الكهرباء والطاقة,انتظام,ذكر,سعودي,46
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,الهندسة والتصنيع والبناء,الهندسة والحرف الهندسية,الكهرباء والطاقة,انتظام,ذكر,غير سعودي,7
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,الهندسة والتصنيع والبناء,الهندسة والحرف الهندسية,الميكانيك والحرف المعدنية,انتظام,ذكر,سعودي,113
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,الهندسة والتصنيع والبناء,الهندسة والحرف الهندسية,الميكانيك والحرف المعدنية,انتظام,ذكر,غير سعودي,15
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,الهندسة والتصنيع والبناء,الهندسة والحرف الهندسية,برامج أخرى في الهندسة والحرف الهندسية غير مصنفة في مكان آخر,انتظام,ذكر,سعودي,52
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,الهندسة والتصنيع والبناء,الهندسة والحرف الهندسية,تقنية حماية البيئة,انتظام,ذكر,سعودي,17
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,تقنية الاتصالات والمعلومات,البرامج والمؤهلات متعددة التخصصات تتضمن تقنية الاتصالات والمعلومات,البرامج والمؤهلات متعددة التخصصات تتضمن تقنية الاتصالات والمعلومات,انتظام,أنثى,سعودي,71
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,تقنية الاتصالات والمعلومات,البرامج والمؤهلات متعددة التخصصات تتضمن تقنية الاتصالات والمعلومات,البرامج والمؤهلات متعددة التخصصات تتضمن تقنية الاتصالات والمعلومات,انتظام,أنثى,غير سعودي,1
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,تقنية الاتصالات والمعلومات,البرامج والمؤهلات متعددة التخصصات تتضمن تقنية الاتصالات والمعلومات,البرامج والمؤهلات متعددة التخصصات تتضمن تقنية الاتصالات والمعلومات,انتظام,ذكر,سعودي,26
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,تقنية الاتصالات والمعلومات,البرامج والمؤهلات متعددة التخصصات تتضمن تقنية الاتصالات والمعلومات,البرامج والمؤهلات متعددة التخصصات تتضمن تقنية الاتصالات والمعلومات,انتظام,ذكر,غير سعودي,1
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,تقنية الاتصالات والمعلومات,تقنية الاتصالات والمعلومات,تطوير وتحليل البرمجيات والتطبيقات,انتظام,أنثى,سعودي,356
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,تقنية الاتصالات والمعلومات,تقنية الاتصالات والمعلومات,تطوير وتحليل البرمجيات والتطبيقات,انتظام,أنثى,غير سعودي,20
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,تقنية الاتصالات والمعلومات,تقنية الاتصالات والمعلومات,تطوير وتحليل البرمجيات والتطبيقات,انتظام,ذكر,سعودي,157
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة أم القرى,تقنية الاتصالات والمعلومات,تقنية الاتصالات والمعلومات,تطوير وتحليل البرمجيات والتطبيقات,انتظام,ذكر,غير سعودي,18
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة جدة,الأعمال والإدارة والقانون,الأعمال والإدارة,التسويق والإعلان,انتظام,أنثى,سعودي,19
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة جدة,الأعمال والإدارة والقانون,الأعمال والإدارة,التسويق والإعلان,انتظام,ذكر,سعودي,15
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة جدة,الأعمال والإدارة والقانون,الأعمال والإدارة,التسيير والإدارة,انتظام,أنثى,سعودي,473
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة جدة,الأعمال والإدارة والقانون,الأعمال والإدارة,التسيير والإدارة,انتظام,أنثى,غير سعودي,4
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة جدة,الأعمال والإدارة والقانون,الأعمال والإدارة,التسيير والإدارة,انتظام,ذكر,سعودي,268
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة جدة,الأعمال والإدارة والقانون,الأعمال والإدارة,التسيير والإدارة,انتظام,ذكر,غير سعودي,1
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة جدة,الأعمال والإدارة والقانون,الأعمال والإدارة,المالية والمصارف والتأمين,انتظام,أنثى,سعودي,68
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة جدة,الأعمال والإدارة والقانون,الأعمال والإدارة,المالية والمصارف والتأمين,انتظام,ذكر,سعودي,27
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة جدة,الأعمال والإدارة والقانون,الأعمال والإدارة,المالية والمصارف والتأمين,انتظام,ذكر,غير سعودي,1
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة جدة,الأعمال والإدارة والقانون,الأعمال والإدارة,المحاسبة والضرائب,انتظام,أنثى,سعودي,64
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة جدة,الأعمال والإدارة والقانون,الأعمال والإدارة,المحاسبة والضرائب,انتظام,أنثى,غير سعودي,1
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة جدة,الأعمال والإدارة والقانون,الأعمال والإدارة,المحاسبة والضرائب,انتظام,ذكر,سعودي,33
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة جدة,الأعمال والإدارة والقانون,الأعمال والإدارة,المحاسبة والضرائب,انتظام,ذكر,غير سعودي,2
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة جدة,الأعمال والإدارة والقانون,القانون,القانون,انتظام,أنثى,سعودي,251
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة جدة,الأعمال والإدارة والقانون,القانون,القانون,انتظام,أنثى,غير سعودي,3
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة جدة,الأعمال والإدارة والقانون,القانون,القانون,انتظام,ذكر,سعودي,211
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة جدة,الأعمال والإدارة والقانون,القانون,القانون,انتظام,ذكر,غير سعودي,1
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة جدة,التعليم,التعليم,تدريب المعلمين دون موضوع تخصصي,انتظام,أنثى,سعودي,28
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة جدة,التعليم,التعليم,تدريب المعلمين دون موضوع تخصصي,انتظام,ذكر,سعودي,5
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة جدة,التعليم,التعليم,تدريب المعلمين مع موضوع تخصصي,انتظام,أنثى,سعودي,44
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة جدة,التعليم,التعليم,تدريب المعلمين مع موضوع تخصصي,انتظام,ذكر,سعودي,32
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة جدة,التعليم,التعليم,علم التربية,انتظام,ذكر,سعودي,4
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة جدة,الخدمات,الخدمات الشخصية,الرياضة,انتظام,أنثى,سعودي,87
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة جدة,الخدمات,الخدمات الشخصية,الرياضة,انتظام,ذكر,سعودي,28
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة جدة,الصحة والرفاه,الصحة,التشخيص الطبي وتقنية العلاج,انتظام,ذكر,سعودي,39
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة جدة,الصحة والرفاه,الصحة,الطب,انتظام,ذكر,سعودي,56
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة جدة,الصحة والرفاه,الصحة,الطب,انتظام,ذكر,غير سعودي,1
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة جدة,العلوم الاجتماعية والصحافة والإعلام,الصحافة والإعلام,الصحافة وإعداد التقارير,انتظام,أنثى,سعودي,27
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة جدة,العلوم الاجتماعية والصحافة والإعلام,الصحافة والإعلام,الصحافة وإعداد التقارير,انتظام,ذكر,سعودي,9
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة جدة,العلوم الاجتماعية والصحافة والإعلام,الصحافة والإعلام,الصحافة وإعداد التقارير,انتظام,ذكر,غير سعودي,1
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة جدة,العلوم الاجتماعية والصحافة والإعلام,العلوم الاجتماعية والسلوكية,علم الاجتماع والدراسات الثقافية,انتظام,أنثى,سعودي,122
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة جدة,العلوم الاجتماعية والصحافة والإعلام,العلوم الاجتماعية والسلوكية,علم النفس,انتظام,أنثى,سعودي,182
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة جدة,العلوم الاجتماعية والصحافة والإعلام,العلوم الاجتماعية والسلوكية,علم النفس,انتظام,أنثى,غير سعودي,1
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة جدة,العلوم الاجتماعية والصحافة والإعلام,العلوم الاجتماعية والسلوكية,علم النفس,انتظام,ذكر,سعودي,28
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة جدة,العلوم الطبيعية والرياضيات والإحصاء,الرياضيات والإحصاء,الإحصاء,انتظام,أنثى,سعودي,33
2022,بكالوريوس,بكالوريوس,الجامعات الحكومية,منطقة مكة المكرمة,جامعة,جامعة جدة,العلوم الطبيعية والرياضيات والإحصاء,الرياضيات والإحصاء,الإحصاء,انتظام,أنثى,غير سعودي,2
